bird_observation_id,record_id,count,date,time,latitude,longitude,hemisphere,activity,speed,direction,cloud_cover,precipitation,wind_speed_class,wind_direction,air_temperature,pressure,sea_state_class,sea_surface_temperature,depth,observer,census_method,season
18324,8044025,1,1982-11-19,19:00:00,-46.567,167.933,E,"steaming, sailing",16,NA,partially cloudy,squalls,6,NA,NA,NA,6,NA,NA,A. Baines,full,spring
18325,8044025,4,1982-11-19,19:00:00,-46.567,167.933,E,"steaming, sailing",16,NA,partially cloudy,squalls,6,NA,NA,NA,6,NA,NA,A. Baines,full,spring
18326,8045001,1,1982-12-02,07:05:00,-34,166,E,"steaming, sailing",16,NA,overcast,none,2,NA,NA,NA,3,NA,NA,J.D. Cleaver,full,summer
18327,8045001,2,1982-12-02,07:05:00,-34,166,E,"steaming, sailing",16,NA,overcast,none,2,NA,NA,NA,3,NA,NA,J.D. Cleaver,full,summer
18328,8045002,1,1982-12-02,12:40:00,-34,165,E,"steaming, sailing",16,NA,overcast,none,5,NA,NA,NA,4,NA,NA,J.D. Cleaver,full,summer
18329,8045002,2,1982-12-02,12:40:00,-34,165,E,"steaming, sailing",16,NA,overcast,none,5,NA,NA,NA,4,NA,NA,J.D. Cleaver,full,summer
18330,8045003,1,1982-12-02,15:25:00,-34,164,E,"steaming, sailing",16,NA,overcast,none,4,NA,NA,NA,4,NA,NA,J.D. Cleaver,full,summer
18331,8045003,1,1982-12-02,15:25:00,-34,164,E,"steaming, sailing",16,NA,overcast,none,4,NA,NA,NA,4,NA,NA,J.D. Cleaver,full,summer
18332,8045004,2,1982-12-03,07:05:00,-34,158,E,"steaming, sailing",16,NA,overcast,squalls,4,NA,NA,NA,4,NA,NA,J.D. Cleaver,full,summer
18333,8045004,1,1982-12-03,07:05:00,-34,158,E,"steaming, sailing",16,NA,overcast,squalls,4,NA,NA,NA,4,NA,NA,J.D. Cleaver,full,summer
18334,8045005,3,1982-12-03,11:10:00,-34,157,E,"steaming, sailing",15,NA,overcast,none,4,NA,NA,NA,4,NA,NA,J.D. Cleaver,full,summer
18335,8045005,1,1982-12-03,11:10:00,-34,157,E,"steaming, sailing",15,NA,overcast,none,4,NA,NA,NA,4,NA,NA,J.D. Cleaver,full,summer
18336,8045006,1,1982-12-03,14:00:00,-34,156,E,"steaming, sailing",15,NA,overcast,none,4,NA,NA,NA,4,NA,NA,J.D. Cleaver,full,summer
18337,8045006,1,1982-12-03,14:00:00,-34,156,E,"steaming, sailing",15,NA,overcast,none,4,NA,NA,NA,4,NA,NA,J.D. Cleaver,full,summer
18338,8045007,2,1982-12-03,17:15:00,-34,155,E,"steaming, sailing",15,NA,overcast,none,4,NA,NA,NA,4,NA,NA,J.D. Cleaver,full,summer
18339,8046001,1,1982-12-10,10:35:00,-34,151,E,"steaming, sailing",18,NA,partially cloudy,none,2,NA,NA,NA,3,NA,NA,J.D. Cleaver,full,summer
18340,8046002,1,1982-12-10,14:15:00,-34,152,E,"steaming, sailing",18,NA,partially cloudy,showers,3,NA,NA,NA,3,NA,NA,J.D. Cleaver,full,summer
18341,8046002,1,1982-12-10,14:15:00,-34,152,E,"steaming, sailing",18,NA,partially cloudy,showers,3,NA,NA,NA,3,NA,NA,J.D. Cleaver,full,summer
18342,8046002,1,1982-12-10,14:15:00,-34,152,E,"steaming, sailing",18,NA,partially cloudy,showers,3,NA,NA,NA,3,NA,NA,J.D. Cleaver,full,summer
18343,8046003,1,1982-12-10,17:00:00,-34,153,E,"steaming, sailing",18,NA,partially cloudy,none,4,NA,NA,NA,4,NA,NA,J.D. Cleaver,full,summer
18344,8046004,2,1982-12-10,18:45:00,-34,154,E,"steaming, sailing",18,NA,partially cloudy,none,3,NA,NA,NA,4,NA,NA,J.D. Cleaver,full,summer
18345,8046005,2,1982-12-11,07:15:00,-36,158,E,"steaming, sailing",19,NA,partially cloudy,none,5,NA,NA,NA,5,NA,NA,J.D. Cleaver,full,summer
18346,8046005,1,1982-12-11,07:15:00,-36,158,E,"steaming, sailing",19,NA,partially cloudy,none,5,NA,NA,NA,5,NA,NA,J.D. Cleaver,full,summer
18347,8046006,3,1982-12-11,09:45:00,-36,159,E,"steaming, sailing",18,NA,partially cloudy,none,6,NA,NA,NA,5,NA,NA,J.D. Cleaver,full,summer
18348,8046006,1,1982-12-11,09:45:00,-36,159,E,"steaming, sailing",18,NA,partially cloudy,none,6,NA,NA,NA,5,NA,NA,J.D. Cleaver,full,summer
18349,8046007,4,1982-12-11,12:35:00,-36,160,E,"steaming, sailing",18,NA,partially cloudy,none,5,NA,NA,NA,5,NA,NA,J.D. Cleaver,full,summer
18350,8046007,1,1982-12-11,12:35:00,-36,160,E,"steaming, sailing",18,NA,partially cloudy,none,5,NA,NA,NA,5,NA,NA,J.D. Cleaver,full,summer
18351,8046008,2,1982-12-11,15:35:00,-37,161,E,"steaming, sailing",18,NA,partially cloudy,showers,6,NA,NA,NA,5,NA,NA,J.D. Cleaver,full,summer
18352,8046008,2,1982-12-11,15:35:00,-37,161,E,"steaming, sailing",18,NA,partially cloudy,showers,6,NA,NA,NA,5,NA,NA,J.D. Cleaver,full,summer
18353,8046009,3,1982-12-11,17:25:00,-37,162,E,"steaming, sailing",18,NA,partially cloudy,showers,6,NA,NA,NA,6,NA,NA,J.D. Cleaver,full,summer
18354,8046009,3,1982-12-11,17:25:00,-37,162,E,"steaming, sailing",18,NA,partially cloudy,showers,6,NA,NA,NA,6,NA,NA,J.D. Cleaver,full,summer
18355,8046010,2,1982-12-11,19:55:00,-37,163,E,"steaming, sailing",17,NA,partially cloudy,none,6,NA,NA,NA,6,NA,NA,J.D. Cleaver,full,summer
18356,8046010,2,1982-12-11,19:55:00,-37,163,E,"steaming, sailing",17,NA,partially cloudy,none,6,NA,NA,NA,6,NA,NA,J.D. Cleaver,full,summer
18357,8046011,4,1982-12-12,07:10:00,-38,166,E,"steaming, sailing",16,NA,partially cloudy,showers,6,NA,NA,NA,6,NA,NA,J.D. Cleaver,full,summer
18358,8046011,3,1982-12-12,07:10:00,-38,166,E,"steaming, sailing",16,NA,partially cloudy,showers,6,NA,NA,NA,6,NA,NA,J.D. Cleaver,full,summer
18359,8046011,3,1982-12-12,07:10:00,-38,166,E,"steaming, sailing",16,NA,partially cloudy,showers,6,NA,NA,NA,6,NA,NA,J.D. Cleaver,full,summer
18360,8046011,1,1982-12-12,07:10:00,-38,166,E,"steaming, sailing",16,NA,partially cloudy,showers,6,NA,NA,NA,6,NA,NA,J.D. Cleaver,full,summer
18361,8046011,3,1982-12-12,07:10:00,-38,166,E,"steaming, sailing",16,NA,partially cloudy,showers,6,NA,NA,NA,6,NA,NA,J.D. Cleaver,full,summer
18362,8046012,4,1982-12-12,10:40:00,-38,167,E,"steaming, sailing",16,NA,partially cloudy,none,7,NA,NA,NA,6,NA,NA,J.D. Cleaver,full,summer
18363,8046012,2,1982-12-12,10:40:00,-38,167,E,"steaming, sailing",16,NA,partially cloudy,none,7,NA,NA,NA,6,NA,NA,J.D. Cleaver,full,summer
18364,8046012,1,1982-12-12,10:40:00,-38,167,E,"steaming, sailing",16,NA,partially cloudy,none,7,NA,NA,NA,6,NA,NA,J.D. Cleaver,full,summer
18365,8046012,2,1982-12-12,10:40:00,-38,167,E,"steaming, sailing",16,NA,partially cloudy,none,7,NA,NA,NA,6,NA,NA,J.D. Cleaver,full,summer
18366,8046012,2,1982-12-12,10:40:00,-38,167,E,"steaming, sailing",16,NA,partially cloudy,none,7,NA,NA,NA,6,NA,NA,J.D. Cleaver,full,summer
18367,8046013,3,1982-12-12,13:45:00,-38,168,E,"steaming, sailing",16,NA,partially cloudy,none,7,NA,NA,NA,6,NA,NA,J.D. Cleaver,full,summer
18368,8046013,3,1982-12-12,13:45:00,-38,168,E,"steaming, sailing",16,NA,partially cloudy,none,7,NA,NA,NA,6,NA,NA,J.D. Cleaver,full,summer
18369,8046013,3,1982-12-12,13:45:00,-38,168,E,"steaming, sailing",16,NA,partially cloudy,none,7,NA,NA,NA,6,NA,NA,J.D. Cleaver,full,summer
18370,8046013,1,1982-12-12,13:45:00,-38,168,E,"steaming, sailing",16,NA,partially cloudy,none,7,NA,NA,NA,6,NA,NA,J.D. Cleaver,full,summer
18371,8046014,4,1982-12-12,14:35:00,-39,168,E,"steaming, sailing",16,NA,partially cloudy,none,7,NA,NA,NA,6,NA,NA,J.D. Cleaver,full,summer
18372,8046014,5,1982-12-12,14:35:00,-39,168,E,"steaming, sailing",16,NA,partially cloudy,none,7,NA,NA,NA,6,NA,NA,J.D. Cleaver,full,summer
18373,8046014,1,1982-12-12,14:35:00,-39,168,E,"steaming, sailing",16,NA,partially cloudy,none,7,NA,NA,NA,6,NA,NA,J.D. Cleaver,full,summer
18374,8046014,2,1982-12-12,14:35:00,-39,168,E,"steaming, sailing",16,NA,partially cloudy,none,7,NA,NA,NA,6,NA,NA,J.D. Cleaver,full,summer
18375,8046015,3,1982-12-12,19:45:00,-39,170,E,"steaming, sailing",16,NA,partially cloudy,none,7,NA,NA,NA,6,NA,NA,J.D. Cleaver,full,summer
18376,8046015,3,1982-12-12,19:45:00,-39,170,E,"steaming, sailing",16,NA,partially cloudy,none,7,NA,NA,NA,6,NA,NA,J.D. Cleaver,full,summer
18377,8046015,1,1982-12-12,19:45:00,-39,170,E,"steaming, sailing",16,NA,partially cloudy,none,7,NA,NA,NA,6,NA,NA,J.D. Cleaver,full,summer
18378,8048001,1,1982-12-24,06:30:00,-45.983,164.983,E,"steaming, sailing",16,NA,partially cloudy,none,4,NA,NA,NA,3,NA,NA,A. Baines,full,summer
18379,8048002,2,1982-12-24,07:00:00,-45.933,164.783,E,"steaming, sailing",16,NA,partially cloudy,none,2,NA,NA,NA,3,NA,NA,A. Baines,full,summer
18380,8048002,1,1982-12-24,07:00:00,-45.933,164.783,E,"steaming, sailing",16,NA,partially cloudy,none,2,NA,NA,NA,3,NA,NA,A. Baines,full,summer
18381,8048003,2,1982-12-24,07:30:00,-45.9,164.65,E,"steaming, sailing",16,NA,partially cloudy,none,3,NA,NA,NA,3,NA,NA,A. Baines,full,summer
18382,8048003,1,1982-12-24,07:30:00,-45.9,164.65,E,"steaming, sailing",16,NA,partially cloudy,none,3,NA,NA,NA,3,NA,NA,A. Baines,full,summer
18383,8048004,1,1982-12-24,09:00:00,-45.8,164.217,E,"steaming, sailing",16,NA,partially cloudy,none,2,NA,NA,NA,3,NA,NA,A. Baines,full,summer
18384,8048004,1,1982-12-24,09:00:00,-45.8,164.217,E,"steaming, sailing",16,NA,partially cloudy,none,2,NA,NA,NA,3,NA,NA,A. Baines,full,summer
18385,8048004,2,1982-12-24,09:00:00,-45.8,164.217,E,"steaming, sailing",16,NA,partially cloudy,none,2,NA,NA,NA,3,NA,NA,A. Baines,full,summer
18386,8048004,1,1982-12-24,09:00:00,-45.8,164.217,E,"steaming, sailing",16,NA,partially cloudy,none,2,NA,NA,NA,3,NA,NA,A. Baines,full,summer
18387,8048005,1,1982-12-24,13:00:00,-45.4,162.367,E,"steaming, sailing",16,NA,partially cloudy,none,2,NA,NA,NA,3,NA,NA,A. Baines,full,summer
18388,8048005,1,1982-12-24,13:00:00,-45.4,162.367,E,"steaming, sailing",16,NA,partially cloudy,none,2,NA,NA,NA,3,NA,NA,A. Baines,full,summer
18389,8048006,NA,1982-12-24,13:30:00,-45.4,162.533,E,"steaming, sailing",16,NA,partially cloudy,none,2,NA,NA,NA,3,NA,NA,A. Baines,full,summer
18390,8048007,2,1982-12-24,16:30:00,-45.2,161.683,E,"steaming, sailing",10,NA,partially cloudy,none,2,NA,NA,NA,3,NA,NA,A. Baines,full,summer
18391,8048007,1,1982-12-24,16:30:00,-45.2,161.683,E,"steaming, sailing",10,NA,partially cloudy,none,2,NA,NA,NA,3,NA,NA,A. Baines,full,summer
18392,8048007,1,1982-12-24,16:30:00,-45.2,161.683,E,"steaming, sailing",10,NA,partially cloudy,none,2,NA,NA,NA,3,NA,NA,A. Baines,full,summer
18393,8048008,1,1982-12-24,16:50:00,-45.183,161.583,E,"steaming, sailing",10,NA,partially cloudy,none,2,NA,NA,NA,3,NA,NA,A. Baines,full,summer
18394,8048008,1,1982-12-24,16:50:00,-45.183,161.583,E,"steaming, sailing",10,NA,partially cloudy,none,2,NA,NA,NA,3,NA,NA,A. Baines,full,summer
18395,8048008,1,1982-12-24,16:50:00,-45.183,161.583,E,"steaming, sailing",10,NA,partially cloudy,none,2,NA,NA,NA,3,NA,NA,A. Baines,full,summer
18396,8048009,NA,1982-12-24,18:00:00,-45.117,161.317,E,"steaming, sailing",10,NA,partially cloudy,none,2,NA,NA,NA,3,NA,NA,A. Baines,full,summer
18397,8048010,1,1982-12-24,18:30:00,-45.1,161.25,E,"steaming, sailing",9.5,NA,partially cloudy,none,2,NA,NA,NA,3,NA,NA,A. Baines,full,summer
18398,8048010,1,1982-12-24,18:30:00,-45.1,161.25,E,"steaming, sailing",9.5,NA,partially cloudy,none,2,NA,NA,NA,3,NA,NA,A. Baines,full,summer
18399,8048011,1,1982-12-24,19:00:00,-45.05,161.067,E,"steaming, sailing",9.5,NA,partially cloudy,none,2,NA,NA,NA,3,NA,NA,A. Baines,full,summer
18400,8048011,1,1982-12-24,19:00:00,-45.05,161.067,E,"steaming, sailing",9.5,NA,partially cloudy,none,2,NA,NA,NA,3,NA,NA,A. Baines,full,summer
18401,8048011,1,1982-12-24,19:00:00,-45.05,161.067,E,"steaming, sailing",9.5,NA,partially cloudy,none,2,NA,NA,NA,3,NA,NA,A. Baines,full,summer
18402,8048012,2,1982-12-24,19:30:00,-45.033,161.017,E,"steaming, sailing",9,NA,partially cloudy,none,4,NA,NA,NA,4,NA,NA,A. Baines,full,summer
18403,8048012,3,1982-12-24,19:30:00,-45.033,161.017,E,"steaming, sailing",9,NA,partially cloudy,none,4,NA,NA,NA,4,NA,NA,A. Baines,full,summer
18404,8048012,2,1982-12-24,19:30:00,-45.033,161.017,E,"steaming, sailing",9,NA,partially cloudy,none,4,NA,NA,NA,4,NA,NA,A. Baines,full,summer
18405,8048013,2,1982-12-24,20:00:00,-45,160.967,E,"steaming, sailing",9,NA,partially cloudy,none,4,NA,NA,NA,4,NA,NA,A. Baines,full,summer
18406,8048013,3,1982-12-24,20:00:00,-45,160.967,E,"steaming, sailing",9,NA,partially cloudy,none,4,NA,NA,NA,4,NA,NA,A. Baines,full,summer
18407,8048013,2,1982-12-24,20:00:00,-45,160.967,E,"steaming, sailing",9,NA,partially cloudy,none,4,NA,NA,NA,4,NA,NA,A. Baines,full,summer
18408,8048014,1,1982-12-25,06:00:00,-44.25,158.6,E,"steaming, sailing",9.5,NA,partially cloudy,showers,4,NA,NA,NA,4,NA,NA,A. Baines,full,summer
18409,8048014,1,1982-12-25,06:00:00,-44.25,158.6,E,"steaming, sailing",9.5,NA,partially cloudy,showers,4,NA,NA,NA,4,NA,NA,A. Baines,full,summer
18410,8048014,100,1982-12-25,06:00:00,-44.25,158.6,E,"steaming, sailing",9.5,NA,partially cloudy,showers,4,NA,NA,NA,4,NA,NA,A. Baines,full,summer
18411,8048015,50,1982-12-25,06:30:00,-44,158,E,"steaming, sailing",9,NA,partially cloudy,none,4,NA,NA,NA,4,NA,NA,A. Baines,full,summer
18412,8048016,1,1982-12-25,07:30:00,-44.183,158.367,E,"steaming, sailing",9.5,NA,partially cloudy,showers,4,NA,NA,NA,4,NA,NA,A. Baines,full,summer
18413,8048016,10,1982-12-25,07:30:00,-44.183,158.367,E,"steaming, sailing",9.5,NA,partially cloudy,showers,4,NA,NA,NA,4,NA,NA,A. Baines,full,summer
18414,8048017,1,1982-12-25,08:00:00,-44.15,158.25,E,"steaming, sailing",9.5,NA,partially cloudy,showers,4,NA,NA,NA,4,NA,NA,A. Baines,full,summer
18415,8048017,4,1982-12-25,08:00:00,-44.15,158.25,E,"steaming, sailing",9.5,NA,partially cloudy,showers,4,NA,NA,NA,4,NA,NA,A. Baines,full,summer
18416,8048017,1,1982-12-25,08:00:00,-44.15,158.25,E,"steaming, sailing",9.5,NA,partially cloudy,showers,4,NA,NA,NA,4,NA,NA,A. Baines,full,summer
18417,8048018,1,1982-12-25,08:30:00,-44.083,158.167,E,"steaming, sailing",10,NA,partially cloudy,showers,4,NA,NA,NA,4,NA,NA,A. Baines,full,summer
18418,8048018,1,1982-12-25,08:30:00,-44.083,158.167,E,"steaming, sailing",10,NA,partially cloudy,showers,4,NA,NA,NA,4,NA,NA,A. Baines,full,summer
18419,8048018,2,1982-12-25,08:30:00,-44.083,158.167,E,"steaming, sailing",10,NA,partially cloudy,showers,4,NA,NA,NA,4,NA,NA,A. Baines,full,summer
18420,8048018,50,1982-12-25,08:30:00,-44.083,158.167,E,"steaming, sailing",10,NA,partially cloudy,showers,4,NA,NA,NA,4,NA,NA,A. Baines,full,summer
18421,8048018,1,1982-12-25,08:30:00,-44.083,158.167,E,"steaming, sailing",10,NA,partially cloudy,showers,4,NA,NA,NA,4,NA,NA,A. Baines,full,summer
18422,8048019,2,1982-12-25,11:00:00,-43.967,157.65,E,"steaming, sailing",9.5,NA,partially cloudy,showers,4,NA,NA,NA,4,NA,NA,A. Baines,full,summer
18423,8048019,50,1982-12-25,11:00:00,-43.967,157.65,E,"steaming, sailing",9.5,NA,partially cloudy,showers,4,NA,NA,NA,4,NA,NA,A. Baines,full,summer
18424,8048019,1,1982-12-25,11:00:00,-43.967,157.65,E,"steaming, sailing",9.5,NA,partially cloudy,showers,4,NA,NA,NA,4,NA,NA,A. Baines,full,summer
18425,8048019,1,1982-12-25,11:00:00,-43.967,157.65,E,"steaming, sailing",9.5,NA,partially cloudy,showers,4,NA,NA,NA,4,NA,NA,A. Baines,full,summer
18426,8048020,2,1982-12-25,13:30:00,-43.8,157.15,E,"steaming, sailing",9.5,NA,partially cloudy,showers,4,NA,NA,NA,4,NA,NA,A. Baines,full,summer
18427,8048020,200,1982-12-25,13:30:00,-43.8,157.15,E,"steaming, sailing",9.5,NA,partially cloudy,showers,4,NA,NA,NA,4,NA,NA,A. Baines,full,summer
18428,8048020,1,1982-12-25,13:30:00,-43.8,157.15,E,"steaming, sailing",9.5,NA,partially cloudy,showers,4,NA,NA,NA,4,NA,NA,A. Baines,full,summer
18429,8048021,1,1982-12-25,15:30:00,-43.65,156.667,E,"steaming, sailing",9.5,NA,partially cloudy,showers,4,NA,NA,NA,4,NA,NA,A. Baines,full,summer
18430,8048021,10,1982-12-25,15:30:00,-43.65,156.667,E,"steaming, sailing",9.5,NA,partially cloudy,showers,4,NA,NA,NA,4,NA,NA,A. Baines,full,summer
18431,8048021,1,1982-12-25,15:30:00,-43.65,156.667,E,"steaming, sailing",9.5,NA,partially cloudy,showers,4,NA,NA,NA,4,NA,NA,A. Baines,full,summer
18432,8048022,1,1982-12-25,16:00:00,-43.617,156.6,E,"steaming, sailing",9,NA,partially cloudy,showers,5,NA,NA,NA,5,NA,NA,A. Baines,full,summer
18433,8048022,1,1982-12-25,16:00:00,-43.617,156.6,E,"steaming, sailing",9,NA,partially cloudy,showers,5,NA,NA,NA,5,NA,NA,A. Baines,full,summer
18434,8048022,1,1982-12-25,16:00:00,-43.617,156.6,E,"steaming, sailing",9,NA,partially cloudy,showers,5,NA,NA,NA,5,NA,NA,A. Baines,full,summer
18435,8048023,1,1982-12-25,16:40:00,-43.583,156.483,E,"steaming, sailing",9,NA,partially cloudy,showers,5,NA,NA,NA,5,NA,NA,A. Baines,full,summer
18436,8048023,1,1982-12-25,16:40:00,-43.583,156.483,E,"steaming, sailing",9,NA,partially cloudy,showers,5,NA,NA,NA,5,NA,NA,A. Baines,full,summer
18437,8048023,1,1982-12-25,16:40:00,-43.583,156.483,E,"steaming, sailing",9,NA,partially cloudy,showers,5,NA,NA,NA,5,NA,NA,A. Baines,full,summer
18438,8048023,20,1982-12-25,16:40:00,-43.583,156.483,E,"steaming, sailing",9,NA,partially cloudy,showers,5,NA,NA,NA,5,NA,NA,A. Baines,full,summer
18439,8048023,3,1982-12-25,16:40:00,-43.583,156.483,E,"steaming, sailing",9,NA,partially cloudy,showers,5,NA,NA,NA,5,NA,NA,A. Baines,full,summer
18440,8048024,1,1982-12-25,17:00:00,-43.55,156.417,E,"steaming, sailing",9.5,NA,partially cloudy,none,5,NA,NA,NA,5,NA,NA,A. Baines,full,summer
18441,8048024,1,1982-12-25,17:00:00,-43.55,156.417,E,"steaming, sailing",9.5,NA,partially cloudy,none,5,NA,NA,NA,5,NA,NA,A. Baines,full,summer
18442,8048024,1,1982-12-25,17:00:00,-43.55,156.417,E,"steaming, sailing",9.5,NA,partially cloudy,none,5,NA,NA,NA,5,NA,NA,A. Baines,full,summer
18443,8048025,1,1982-12-25,17:30:00,-43,156,E,"steaming, sailing",9,NA,partially cloudy,showers,5,NA,NA,NA,5,NA,NA,A. Baines,full,summer
18444,8048025,1,1982-12-25,17:30:00,-43,156,E,"steaming, sailing",9,NA,partially cloudy,showers,5,NA,NA,NA,5,NA,NA,A. Baines,full,summer
18445,8048025,1,1982-12-25,17:30:00,-43,156,E,"steaming, sailing",9,NA,partially cloudy,showers,5,NA,NA,NA,5,NA,NA,A. Baines,full,summer
18446,8048025,2,1982-12-25,17:30:00,-43,156,E,"steaming, sailing",9,NA,partially cloudy,showers,5,NA,NA,NA,5,NA,NA,A. Baines,full,summer
18447,8048025,2,1982-12-25,17:30:00,-43,156,E,"steaming, sailing",9,NA,partially cloudy,showers,5,NA,NA,NA,5,NA,NA,A. Baines,full,summer
18448,8048026,1,1982-12-25,18:00:00,-43.467,156.133,E,"steaming, sailing",9.5,NA,partially cloudy,showers,5,NA,NA,NA,5,NA,NA,A. Baines,full,summer
18449,8048026,1,1982-12-25,18:00:00,-43.467,156.133,E,"steaming, sailing",9.5,NA,partially cloudy,showers,5,NA,NA,NA,5,NA,NA,A. Baines,full,summer
18450,8048026,1,1982-12-25,18:00:00,-43.467,156.133,E,"steaming, sailing",9.5,NA,partially cloudy,showers,5,NA,NA,NA,5,NA,NA,A. Baines,full,summer
18451,8048026,2,1982-12-25,18:00:00,-43.467,156.133,E,"steaming, sailing",9.5,NA,partially cloudy,showers,5,NA,NA,NA,5,NA,NA,A. Baines,full,summer
18452,8048026,1,1982-12-25,18:00:00,-43.467,156.133,E,"steaming, sailing",9.5,NA,partially cloudy,showers,5,NA,NA,NA,5,NA,NA,A. Baines,full,summer
18453,8048026,1,1982-12-25,18:00:00,-43.467,156.133,E,"steaming, sailing",9.5,NA,partially cloudy,showers,5,NA,NA,NA,5,NA,NA,A. Baines,full,summer
18454,8048027,1,1982-12-25,19:30:00,-43.4,155.917,E,"steaming, sailing",9.5,NA,partially cloudy,showers,5,NA,NA,NA,5,NA,NA,A. Baines,full,summer
18455,8048027,1,1982-12-25,19:30:00,-43.4,155.917,E,"steaming, sailing",9.5,NA,partially cloudy,showers,5,NA,NA,NA,5,NA,NA,A. Baines,full,summer
18456,8048028,1,1982-12-26,07:30:00,-42,153,E,"steaming, sailing",9.5,NA,partially cloudy,none,5,NA,NA,NA,5,NA,NA,A. Baines,full,summer
18457,8048028,2,1982-12-26,07:30:00,-42,153,E,"steaming, sailing",9.5,NA,partially cloudy,none,5,NA,NA,NA,5,NA,NA,A. Baines,full,summer
18458,8048029,1,1982-12-26,08:30:00,-42.367,153.05,E,"steaming, sailing",9.5,NA,partially cloudy,none,5,NA,NA,NA,5,NA,NA,A. Baines,full,summer
18459,8048029,1,1982-12-26,08:30:00,-42.367,153.05,E,"steaming, sailing",9.5,NA,partially cloudy,none,5,NA,NA,NA,5,NA,NA,A. Baines,full,summer
18460,8048029,1,1982-12-26,08:30:00,-42.367,153.05,E,"steaming, sailing",9.5,NA,partially cloudy,none,5,NA,NA,NA,5,NA,NA,A. Baines,full,summer
18461,8048030,1,1982-12-26,12:00:00,-42.117,152.25,E,"steaming, sailing",10,NA,partially cloudy,none,5,NA,NA,NA,5,NA,NA,A. Baines,full,summer
18462,8048030,1,1982-12-26,12:00:00,-42.117,152.25,E,"steaming, sailing",10,NA,partially cloudy,none,5,NA,NA,NA,5,NA,NA,A. Baines,full,summer
18463,8048030,1,1982-12-26,12:00:00,-42.117,152.25,E,"steaming, sailing",10,NA,partially cloudy,none,5,NA,NA,NA,5,NA,NA,A. Baines,full,summer
18464,8048030,1,1982-12-26,12:00:00,-42.117,152.25,E,"steaming, sailing",10,NA,partially cloudy,none,5,NA,NA,NA,5,NA,NA,A. Baines,full,summer
18465,8048030,2,1982-12-26,12:00:00,-42.117,152.25,E,"steaming, sailing",10,NA,partially cloudy,none,5,NA,NA,NA,5,NA,NA,A. Baines,full,summer
18466,8048031,1,1982-12-26,13:30:00,-41.983,151.9,E,"steaming, sailing",10,NA,partially cloudy,none,5,NA,NA,NA,5,NA,NA,A. Baines,full,summer
18467,8048031,1,1982-12-26,13:30:00,-41.983,151.9,E,"steaming, sailing",10,NA,partially cloudy,none,5,NA,NA,NA,5,NA,NA,A. Baines,full,summer
18468,8048031,1,1982-12-26,13:30:00,-41.983,151.9,E,"steaming, sailing",10,NA,partially cloudy,none,5,NA,NA,NA,5,NA,NA,A. Baines,full,summer
18469,8048032,1,1982-12-26,16:15:00,-41.783,151.25,E,"steaming, sailing",10,NA,partially cloudy,none,4,NA,NA,NA,4,NA,NA,A. Baines,full,summer
18470,8048032,1,1982-12-26,16:15:00,-41.783,151.25,E,"steaming, sailing",10,NA,partially cloudy,none,4,NA,NA,NA,4,NA,NA,A. Baines,full,summer
18471,8048032,3,1982-12-26,16:15:00,-41.783,151.25,E,"steaming, sailing",10,NA,partially cloudy,none,4,NA,NA,NA,4,NA,NA,A. Baines,full,summer
18472,8048033,1,1982-12-26,17:30:00,-41.683,150.933,E,"steaming, sailing",10,NA,partially cloudy,none,4,NA,NA,NA,4,NA,NA,A. Baines,full,summer
18473,8048033,1,1982-12-26,17:30:00,-41.683,150.933,E,"steaming, sailing",10,NA,partially cloudy,none,4,NA,NA,NA,4,NA,NA,A. Baines,full,summer
18474,8048034,1,1982-12-26,18:00:00,-41.667,150.883,E,"steaming, sailing",10,NA,partially cloudy,none,4,NA,NA,NA,4,NA,NA,A. Baines,full,summer
18475,8048034,1,1982-12-26,18:00:00,-41.667,150.883,E,"steaming, sailing",10,NA,partially cloudy,none,4,NA,NA,NA,4,NA,NA,A. Baines,full,summer
18476,8048035,1,1982-12-26,18:30:00,-41,150,E,"steaming, sailing",11,NA,partially cloudy,none,2,NA,NA,NA,3,NA,NA,A. Baines,full,summer
18477,8048036,1,1982-12-26,19:00:00,-41.567,150.617,E,"steaming, sailing",11,NA,partially cloudy,none,2,NA,NA,NA,3,NA,NA,A. Baines,full,summer
18478,8048037,1,1982-12-26,19:30:00,-41.533,150.5,E,"steaming, sailing",11,NA,partially cloudy,none,2,NA,NA,NA,3,NA,NA,A. Baines,full,summer
18479,8048037,1,1982-12-26,19:30:00,-41.533,150.5,E,"steaming, sailing",11,NA,partially cloudy,none,2,NA,NA,NA,3,NA,NA,A. Baines,full,summer
18480,8048038,1000,1982-12-27,04:30:00,-40.75,148.333,E,"steaming, sailing",11,NA,partially cloudy,none,2,NA,NA,NA,3,NA,NA,A. Baines,full,summer
18481,8048039,500,1982-12-27,07:00:00,-40.517,147.733,E,"steaming, sailing",11,NA,clear,none,2,NA,NA,NA,3,NA,NA,A. Baines,full,summer
18482,8048039,1,1982-12-27,07:00:00,-40.517,147.733,E,"steaming, sailing",11,NA,clear,none,2,NA,NA,NA,3,NA,NA,A. Baines,full,summer
18483,8048040,NA,1982-12-27,12:00:00,-39.933,146.833,E,"steaming, sailing",11,NA,partially cloudy,none,2,NA,NA,NA,3,NA,NA,A. Baines,full,summer
